city,lat,lng
Oxly,36.6025,-90.6790
Lovell,36.0560,-97.6365
Hazard,41.0916,-99.0773
Big Spring,38.8020,-91.4837
Leona,39.7861,-95.3214
Martinez Lake,32.9843,-114.4722
Mahaska,39.9873,-97.3537
Elkhorn,46.2843,-111.9488
Morley,42.0061,-91.2459
Long Creek,48.1009,-103.2548
Manzano Springs,34.9614,-106.2328
Fair Oaks,35.2488,-91.0319
Folsom,36.8478,-103.9176
Saronville,40.6030,-97.9387
Blacksville,39.7175,-80.2146
Middle Grove,39.3951,-92.2723
Dixie Union,31.3419,-82.4608
Wardville,34.6550,-96.0309
Raymond,44.9105,-97.9372
Phillipstown,38.1429,-88.0181
Liberty,40.0854,-96.4829
Luis Lopez,33.9904,-106.8878
Richville,46.5060,-95.6263
Garrison,41.1755,-97.1630
Hoberg,37.0682,-93.8493
Morrison Bluff,35.3828,-93.5228
Webb City,36.8074,-96.7119
Carrsville,37.3981,-88.3754
Prairie Hill,39.5208,-92.7363
Hayward,36.3959,-89.6669
Tolstoy,45.2083,-99.6140
Kirby,40.8135,-83.4194
Climax,37.7191,-96.2240
Harwood,29.6664,-97.5018
Playas,31.9125,-108.5363
Metz,41.6162,-84.8394
Bathgate,48.8803,-97.4741
Idlewild,35.8096,-118.6704
Newark,39.9946,-91.9734
Alexandria,40.3598,-91.4595
Lapoint,40.4043,-109.7969
Lopeño,26.7118,-99.1010
Esterbrook,42.4062,-105.3858
Rochester,41.6747,-91.1509
Bridgeton,39.6450,-87.1775
Cardwell,45.8621,-111.9555
Washam,41.0056,-109.6992
Darlington,40.1981,-94.3997
Orient,48.8637,-118.2059
Whippoorwill,36.9123,-96.1288
Barnard,39.1891,-98.0441
Avalon,39.6600,-93.4394
Kleindale,32.2681,-110.9146
Trail,47.7833,-95.6981
Thayer,40.9702,-97.4968
Ward,40.0722,-105.5139
Movico,31.0628,-88.0266
Julian,40.5198,-95.8674
Kirby,43.8033,-108.1810
Fremont,38.4556,-111.6148
Coalmont,40.2113,-78.2000
Swink,34.0169,-95.2018
Irwin,41.0534,-87.9842
Sundance,40.3937,-111.5913
Erie,47.1154,-97.3879
Diomede,65.7536,-168.9219
Sharon,33.5601,-82.7950
New Bedford,41.5114,-89.7181
Antioch,39.6610,-81.0669
Ojo Caliente,36.3146,-106.0374
Deerfield,37.8386,-94.5078
Monroe,34.7341,-91.1067
Jud,46.5258,-98.8976
Lithium,37.8322,-89.8832
Spink Colony,44.7449,-98.2895
Petrey,31.8495,-86.2057
Dixonville,30.9865,-87.0416
Gruver,43.3931,-94.7036
Fittstown,34.6091,-96.6405
Beaulieu,47.3389,-95.8054
Baker,46.7105,-96.5579
Frankstown,40.4444,-78.3558
Schooner Bay,37.7630,-75.7680
Larsen Bay,57.5404,-154.0056
Valentine,35.3886,-113.6591
Halltown,37.1946,-93.6291
Whelen Springs,33.8331,-93.1260
Devon,37.9227,-94.8160
Baldwin Park,38.7938,-94.2465
Wahak Hotrontk,32.1748,-112.3664
Punta de Agua,34.6016,-106.2922
Warrington,39.9075,-85.6339
Dresden,39.6228,-100.4191
Warfield,36.8960,-77.8190
Milo,37.7554,-94.3052
Robinson,47.1421,-99.7817
Sandyville,41.3709,-93.3862
Las Palmas,26.9515,-99.2760
Putnam,35.8559,-98.9682
Strong City,35.6698,-99.6005
Cope,39.6692,-102.8501
Ashland,34.7668,-96.0706
Fresno,40.3308,-81.7386
Byersville,42.5839,-77.7914
Lengby,47.5156,-95.6345
La Chuparosa,26.4037,-98.9268
Edgewood,41.4620,-122.4260
Hyattville,44.2498,-107.6148
Winfred,44.0009,-97.3598
Diaperville,46.6059,-90.7095
Woodworth,47.1421,-99.3045
Long Lake,45.8431,-88.6673
Leggett,39.8636,-123.7253
Dripping Springs,36.1709,-94.6852
Warm Springs,36.4831,-91.0490
Hemlock,40.4200,-86.0414
Cornland,39.9376,-89.4015
Belva,38.2327,-81.1894
Terlton,36.1876,-96.4918
Wabaunsee,39.1431,-96.3422
Egegik,58.2181,-157.4036
Parkline,47.3385,-116.6940
Circle,65.7936,-144.1813
Chistochina,62.5921,-144.8136
Mill Creek,37.3411,-89.2535
Conway,48.3357,-122.3444
Westport,45.7145,-95.1681
Muddy,37.7653,-88.5139
Coker Creek,35.2632,-84.2882
Sentinel Butte,46.9195,-103.8400
Bruno,46.2810,-92.6680
Normandy,28.9099,-100.5980
Nunda,44.1599,-97.0194
Bock,45.7845,-93.5528
Dunlap,38.5763,-96.3676
Jeffers,45.3481,-111.7037
Elk Creek,39.6004,-122.5375
Nashoba,34.4816,-95.2143
Moorefield,40.6898,-100.4004
McDowell,38.3375,-79.4994
Vistula,41.7492,-85.7280
Dovray,44.0545,-95.5477
Oak Hall,37.9307,-75.5470
Cameron Colony,43.1878,-97.2627
Dundee,34.5271,-90.4533
Pleasant Valley Colony,47.3379,-111.0449
Middlebrook,38.0552,-79.2182
Badger Lee,35.4727,-94.8147
Coburg,40.9187,-95.2655
Gypsy,39.3648,-80.3070
Janesville,39.3753,-88.2449
Thornton,44.7984,-88.6916
Ritchey,36.9440,-94.1858
Alice,46.7600,-97.5562
Andover,45.4102,-97.9037
Toco,33.6539,-95.6492
Kremlin,48.5707,-110.0862
Yuba,43.5364,-90.4267
Regal,45.4054,-94.8397
Norris,45.5731,-111.6913
Annada,39.2622,-90.8287
Dolton,43.4911,-97.3848
Mountain Center,33.7112,-116.7248
Panorama Heights,35.8068,-118.6270
Charlos Heights,46.1337,-114.1811
Flaxton,48.8974,-102.3933
Powhatan,31.8738,-93.2032
Malcolm,31.1946,-88.0016
Ovando,47.0207,-113.1717
Osage,39.6593,-80.0070
St. Benedict,43.0440,-94.0609
Satartia,32.6719,-90.5445
Fairview,40.0573,-81.2350
Winnetoon,42.5135,-97.9601
Elyria,41.6802,-99.0053
Oral,43.4100,-103.2648
Clearview,35.3987,-96.1876
Stanley,35.1542,-105.9764
Yznaga,26.3188,-97.8153
Manele,20.7419,-156.9012
Yoder,37.9455,-97.8682
Ripley,40.0252,-90.6379
Voltaire,48.0187,-100.8440
Greenbackville,38.0105,-75.3869
Thayer,41.0287,-94.0499
Bluff City,37.0761,-97.8747
Curlew,42.9797,-94.7378
St. Vincent,48.9693,-97.2264
Sugden,34.0826,-97.9788
New Elm Spring Colony,43.4892,-97.8284
Stephan,44.2482,-99.4576
Pocahontas,37.5013,-89.6399
Jovista,35.7940,-119.1896
Scofield,39.7198,-111.1623
Marienthal,38.4891,-101.2200
Goodmanville,35.4348,-118.9390
Orme,35.0147,-85.8048
Gibson,41.4803,-92.3921
Jardine,45.0565,-110.6186
West Roy Lake,47.3116,-95.5954
Mansfield,45.2465,-98.5581
Loveland,41.4971,-95.8902
Dunbar,36.9733,-82.7459
Oak,40.2384,-97.9037
Bellfountain,44.3654,-123.3559
Hadley,43.9987,-95.8575
Spartanburg,40.0662,-84.8516
Olivia,40.7142,-78.2043
Okaton,43.8621,-100.9049
Anderson,40.7982,-95.6086
Pulaski,40.9753,-86.6583
Carlton Landing,35.2129,-95.5578
Ragsdale,38.7467,-87.3241
Woodland,39.6083,-78.9502
Argyle,40.5359,-91.5678
Forestburg,44.0212,-98.1032
Halsey,41.9033,-100.2699
Wilder,43.8280,-95.2058
Centenary,39.6584,-87.4734
Valeria,41.7297,-93.3257
Seneca,45.0608,-99.5092
Kerrtown,41.6267,-80.1695
Utica,33.9051,-96.2214
Harrison,45.7045,-111.7844
Caesars Head,35.1072,-82.6182
King and Queen Court House,37.6683,-76.8781
Lipscomb,36.2215,-100.2621
Hensley,34.5068,-92.2069
Brookview,38.5739,-75.7927
Eagle Harbor,38.5664,-76.6871
Pinetown,35.6111,-76.8558
Brimson,40.1449,-93.7384
McLeod,46.3887,-97.2987
Alexander,38.4695,-99.5530
Deersville,40.3083,-81.1880
Bay Lake,28.3870,-81.5751
City of the Sun,31.8466,-107.6504
Rex,34.8508,-79.0468
Spring Gap,39.5654,-78.7054
Burgess,37.5568,-94.6153
Nubieber,41.0967,-121.1816
Dodge,36.5789,-94.6385
Long Barn,38.0957,-120.1285
Bruneau,42.8766,-115.8001
Dodson,34.7654,-100.0204
Sargeant,43.8057,-92.8006
Cedar,44.8466,-85.7941
Eccles,37.7817,-81.2649
Ohoopee,32.1808,-82.2209
Andres,41.3711,-87.8816
Dooling,32.2300,-83.9289
Spring Lake Colony,44.2349,-97.1748
Twin Lakes,35.8679,-97.6653
Red Banks,34.8347,-89.5634
Artas,45.8873,-99.8069
Rogers,47.0740,-98.2031
Los Arcos,27.6144,-99.2105
Quintana,28.9279,-95.3171
Placerville,43.9427,-115.9460
Catron,36.6111,-89.7061
Valley Ranch,39.7403,-120.5650
Hollowayville,41.3648,-89.2951
Minturn,35.9764,-91.0273
Hollister,34.3408,-98.8712
Fortescue,40.0519,-95.3176
Irwin,37.5884,-94.2870
Stony River,61.7937,-156.5861
Ophir,40.3716,-112.2507
Paynesville,39.2627,-90.9003
Tancred,38.7619,-122.1547
Worth,40.4045,-94.4465
Shamrock,35.9114,-96.5772
Peppertown,39.3989,-85.1741
Manuelito,35.4387,-108.9946
Sutton,47.4038,-98.4412
Rampart,65.4087,-149.9915
Newbury,39.0846,-96.1740
Glen Haven,42.8313,-91.0633
Reagan,34.3488,-96.7193
Grenville,36.5906,-103.6147
Lock Springs,39.8488,-93.7761
Grainola,36.9379,-96.6488
Columbia,37.7538,-78.1632
Elmer,34.4808,-99.3521
Umber View Heights,37.6233,-93.8036
Jalapa,40.6263,-85.7464
Henriette,45.8711,-93.1200
Neihart,46.9352,-110.7360
Williamstown,40.2409,-91.7977
Islandton,32.9093,-80.9359
Nondalton,59.9711,-154.8627
Timken,38.4732,-99.1779
Fenwick,41.2711,-72.3546
Cayuga,46.0761,-97.3845
Peckham,36.8866,-97.1781
Clearfield Colony,43.1439,-98.1423
Pendleton,38.8326,-91.2305
Pinnacle,48.3555,-113.6484
Rose Hill,39.1042,-88.1497
Clio,40.6360,-93.4514
Pondera Colony,48.2399,-112.4181
Zurich,48.5861,-109.0302
Richfield,41.1108,-96.0763
Englevale,46.3912,-97.9038
Rest Haven,34.1363,-83.9747
Beaumont,37.6565,-96.5316
Amado,31.6968,-111.0583
Piedra,37.4418,-107.1684
Port Clarence,65.1108,-166.7683
Orient,44.9017,-99.0888
Golden,34.0312,-94.8978
Tatitlek,60.8921,-146.6727
Big Pool,39.6251,-78.0161
Luther,45.2852,-109.4164
Prattville,40.2060,-121.1575
Graf,42.4939,-90.8733
Corinth,35.0693,-93.4235
Lewiston,40.2429,-96.4074
Port Alexander,56.2346,-134.6532
Meadows of Dan,36.7386,-80.3973
Roseland,37.2805,-94.8438
Lantry,45.0183,-101.4328
Ronco,39.8686,-79.9211
Spade,33.9260,-102.1543
Lake City,39.7536,-88.7184
Jamesville Colony,43.1015,-97.4818
Westland,40.2789,-80.2731
Naylor,30.9088,-83.0774
South End,47.3231,-95.4788
Adams,39.8708,-91.1998
Craig,47.0745,-111.9644
Pencil Bluff,34.6299,-93.7350
Scott,33.5945,-91.0760
Brookston,33.6232,-95.7001
Gillett Grove,43.0167,-95.0367
Jacksonburg,39.5384,-84.5032
May,36.6167,-99.7485
Heimdal,47.7926,-99.6528
Los Veteranos I,27.6333,-99.2186
Horseshoe Beach,29.4495,-83.2821
Altamont,44.8408,-96.6901
Orland Colony,43.8216,-97.1990
Ayers Ranch Colony,47.0510,-108.9450
Erwin,44.4880,-97.4409
Sandyville,40.6466,-81.3671
Mojave Ranch Estates,34.9449,-114.5907
Krupp,47.4105,-118.9887
Little Cedar,43.3801,-92.7258
Ko Vaya,32.0815,-111.8959
Alfordsville,38.5604,-86.9481
Old Elm Spring Colony,43.4924,-97.7990
Chignik Lagoon,56.3041,-158.5004
Weston,43.2904,-72.7922
Scipio,35.0513,-95.9556
Coney Island,36.5930,-93.3972
Valley City,39.7067,-90.6508
Sedalia,39.4396,-104.9699
Delhi,44.5980,-95.2134
Camp Crook,45.5500,-103.9750
Chimney Hill,42.8888,-72.9040
Oxford,42.2598,-112.0178
Deep Creek,37.7630,-75.7552
Oberon,47.9242,-99.2059
Frederick,38.5127,-98.2673
Anzac Village,35.0624,-107.7416
Ree Heights,44.5158,-99.2005
Twin Brooks,45.2090,-96.7855
Hamer,43.9216,-112.2027
Utting,33.8544,-113.9129
Whitestone,64.1527,-145.9061
Pelkie,46.8124,-88.6373
Seven Springs,40.0251,-79.2934
Belpre,37.9507,-99.0998
Clyde,40.2662,-94.6696
Felsenthal,33.0588,-92.1533
Reese,40.4350,-78.3003
Haynes,45.9739,-102.4710
Petersville,62.4226,-150.8444
Blanchard,40.5749,-95.2109
Humboldt,48.9214,-97.0944
South Gorin,40.3596,-92.0246
Grant,45.0096,-113.0675
Aldrich,46.3747,-94.9395
Verdel,42.8114,-98.1933
Coffee Creek,47.3489,-110.0827
Blue Knob,40.3527,-78.5533
Rathbun,40.8018,-92.8879
Preston,40.0346,-95.5182
Monarch,47.1003,-110.8448
Curryville,40.2760,-78.3378
Ski Gap,40.3160,-78.5174
Illinois City,41.3991,-90.8996
Menlo,39.3561,-100.7242
Burlington,31.0047,-96.9915
Dutch John,40.9301,-109.4042
Durham,35.8427,-99.9264
Elliott,46.4023,-97.8149
Unity,44.4491,-118.1881
Bethany,39.5337,-86.3776
Elohim City,35.6455,-94.5151
White Water,36.5017,-94.7289
McKinney,37.4531,-84.7577
Buck Grove,41.9175,-95.3951
Robinson Mill,39.4857,-121.3202
Fulton,42.8074,-89.1269
Anoka,42.9460,-98.8285
Camas,47.6179,-114.6561
Nashville,37.4384,-98.4227
Fredericksburg,38.4353,-86.1970
Shawmut,46.3447,-109.5123
Fontenelle,41.9973,-110.0626
Fairburn,43.6869,-103.2087
Lookout,41.2094,-121.1543
Biehle,37.6065,-89.8377
Raynham,34.5761,-79.1908
Martinsdale,46.4548,-110.3120
Broadway,40.7356,-75.0495
Gardena,48.7012,-100.4981
Maryhill,45.6928,-120.8070
El Brazil,26.4686,-98.7269
Paynes Creek,40.3409,-121.9174
Delway,34.8102,-78.2169
Halma,48.6600,-96.5972
Meckling,42.8402,-97.0673
Bunch,35.6821,-94.7460
Jackson Junction,43.1014,-92.0462
Bolton,44.3742,-72.8859
Kaskaskia,37.9213,-89.9163
Prairie Rose,46.8171,-96.8353
Auburn,39.0961,-80.8562
Gardi,31.5409,-81.7970
Lambert,37.0938,-89.5547
Paradise,39.1145,-98.9184
Osgood,40.1972,-93.3500
Farwell,45.7524,-95.6189
Ellston,40.8401,-94.1084
Gore,39.2627,-78.3293
Boyd,45.4540,-109.0697
Sanford,37.9299,-75.6620
Buckhorn,33.0315,-108.6944
Alatna,66.5638,-152.8385
Mount Carbon,40.6735,-76.1885
Susank,38.6407,-98.7745
Seville,31.9608,-83.6012
Williams Canyon,33.7289,-117.6392
Iron Post,36.1558,-95.1353
Riverside,41.2154,-106.7813
Elizaville,40.1267,-86.3758
Sula,45.8453,-113.9629
Tinsman,33.6292,-92.3533
Zion,35.7892,-94.6377
Etta,35.8329,-94.9035
Arrow Rock,39.0700,-92.9473
Frytown,41.5720,-91.7321
Valmy,40.7908,-117.1266
Edgemont,35.6011,-92.1953
Lone Elm,38.0796,-95.2430
Hawk Springs,41.7853,-104.2650
Deweese,40.3547,-98.1392
Yorktown,40.7353,-95.1544
New Hope,37.6279,-85.5067
Cherry Fork,38.8873,-83.6125
Sumatra,30.0230,-84.9825
Valley Head,38.5472,-80.0320
Norman,40.4790,-98.7922
Fallis,35.7493,-97.1182
Hamlet,40.3845,-101.2345
Boykin,31.1017,-84.6848
Dwight Mission,35.5581,-94.8510
Marcelline,40.1185,-91.3683
Royer,40.4223,-78.2725
Encino,34.6518,-105.4586
San Acacia,34.2550,-106.9023
Rivers,33.6757,-108.7768
Kingston,40.9792,-91.0458
Ashley,39.2537,-91.2239
Worthington,40.4085,-92.6892
Silverdale,37.0424,-96.9018
Surprise,41.1047,-97.3085
Driftwood,41.3448,-78.1340
East Amana,41.8089,-91.8524
Faywood,32.6247,-107.8723
Marley,41.5482,-87.9260
West Scio,44.7098,-122.8812
McCaulley,32.7786,-100.2052
Villa Sin Miedo,18.2565,-65.8728
La Moca Ranch,27.9020,-99.5036
Jewell Ridge,37.1857,-81.7874
Ada,39.1622,-97.8860
Emison,38.7992,-87.4604
Combs,37.2683,-83.2148
Atmautluak,60.8622,-162.2858
Urbank,46.1242,-95.5104
Blanchard,40.5803,-95.2213
Rockport Colony,48.0673,-112.4761
Hughes,66.0452,-154.2376
Burr,40.5360,-96.2997
Bancroft,44.4894,-97.7505
Idana,39.3595,-97.2662
Jeffrey City,42.4809,-107.8256
Hall,46.5867,-113.1971
Loma Linda East,27.7663,-98.1942
Mantador,46.1654,-96.9779
Brewster,41.9384,-99.8651
Boyds,48.7245,-118.1321
Foster,42.2747,-97.6651
Neal,37.8337,-96.0809
Aurora Center,43.5272,-98.5894
Charleston Park,26.7055,-81.5807
Virgil,37.9807,-96.0116
The Rock,32.9635,-84.2378
Bushong,38.6428,-96.2567
Luverne,47.2514,-97.9348
Osage,43.9848,-104.4269
Herrings,44.0223,-75.6526
Alanreed,35.2117,-100.7325
Padroni,40.7818,-103.1733
Crestone,37.9945,-105.6962
Hanksville,44.2514,-72.9614
Wilmore,37.3350,-99.2102
Millerton,40.8497,-93.3069
Glennville,35.7242,-118.7152
Cougar,46.0493,-122.3034
Crescent Mills,40.1008,-120.9217
Helmer,41.5312,-85.1702
Wolford,48.4975,-99.7038
Edesville,39.1542,-76.2079
Musselshell,46.5063,-108.0862
Starkweather,48.4521,-98.8784
New Marion,39.0076,-85.3588
Topeka,40.3304,-89.9306
Oak Springs,35.4760,-109.1318
Rancho Grande,33.6826,-108.8581
New Wells,37.5540,-89.6246
Sherman,41.5746,-73.4957
Coronaca,34.2595,-82.0969
Douglas,36.2605,-97.6666
Homestead,36.1500,-98.3969
Swedona,41.2801,-90.4433
Stoutsville,39.5479,-91.8572
Lake City,41.6460,-120.2255
Hatfield,43.9546,-96.1905
Blue Eye,36.4966,-93.3977
Midway Colony,48.0670,-111.9935
Limestone,27.3673,-81.9048
Brocket,48.2107,-98.3556
Dancyville,35.4067,-89.2970
Midway,47.3170,-95.7838
Winston,33.3460,-107.6488
Athol,39.7663,-98.9196
Saint Benedict,39.8928,-96.1029
North Grove,40.6123,-85.9661
Varina,42.6585,-94.8982
Marthaville,31.7380,-93.3900
Cobre,32.7804,-108.1106
Coyote,36.1615,-106.6067
Padre Ranchitos,32.6497,-114.6416
Wikieup,34.6931,-113.5995
Willis,39.7226,-95.5058
Peoria,44.4508,-123.2043
Embden,46.8050,-97.4395
Arcola,37.5493,-93.8753
Judson,39.8134,-87.1358
Ward,44.1548,-96.4626
Leith,46.3626,-101.6385
Peterman,31.5837,-87.2631
Weston,37.1460,-104.8683
Great Bend,46.1546,-96.8010
Veguita,34.5146,-106.7679
Watova,36.6197,-95.6604
Lucerne,40.4639,-93.2911
Clark's Point,58.8329,-158.5276
Cass,39.0870,-87.2786
Delphos,40.6632,-94.3403
Mount Carmel,39.4075,-84.8755
Linwood,42.8967,-77.9476
Sheffield,30.6859,-101.8224
Charles City,37.3440,-77.0687
Polebridge,48.7622,-114.2818
Springbrook,48.2521,-103.4618
New Washington,40.8218,-78.7019
Acala,31.3344,-105.9028
Rosston,36.8129,-99.9326
Amidon,46.4822,-103.3196
Madeline,41.0514,-120.4755
Hillsdale,41.2079,-104.4744
Niagara,47.9983,-97.8717
Atlantic City,42.5012,-108.7330
Lakeview,44.6021,-111.8124
Cherokee City,36.2947,-94.5769
Conway,40.7492,-94.6200
Burney,39.3173,-85.6403
Ramos,26.4280,-99.0270
Big Stone Colony,47.4001,-111.2092
Fisherville,40.4726,-78.1699
Langdon,37.8532,-98.3240
Hamilton,48.8080,-97.4518
Cherokee Falls,35.0645,-81.5436
Toyah,31.3125,-103.7946
Knox,48.3439,-99.6911
Belgreen,34.4767,-87.8653
Addy,48.3588,-117.8372
Hubbard,46.8375,-95.0090
Beacon View,41.0692,-96.3259
Huron,39.6384,-95.3512
LaGrange,34.6555,-90.7349
Gandys Beach,39.2715,-75.2316
IXL,35.5227,-96.3882
Seneca,42.0440,-100.8321
Canan Station,40.4628,-78.4320
Klahr,40.2979,-78.5129
Jerusalem,35.4073,-92.8175
Graingers,35.3164,-77.5066
Berea,42.2123,-102.9830
Oasis,39.2923,-112.6290
Chignik Lake,56.2631,-158.8049
Hampden,48.5395,-98.6542
Sedan,45.5782,-95.2453
Hidden Lake,40.1055,-105.4777
Grand Pass,39.2050,-93.4427
Rosedale,34.9188,-97.1848
Mayhill,32.8961,-105.4960
Seton Village,35.5999,-105.9334
Cedar Mills,44.9434,-94.5194
Longcreek,34.7776,-83.2602
Caputa,43.9961,-102.9844
Jerome,40.4553,-85.9308
Aspinwall,41.9105,-95.1350
Saratoga,33.7446,-93.9043
Moccasin,47.0527,-109.9086
Guffey,38.7591,-105.5024
Vista,37.9891,-93.6637
Ambrose,48.9559,-103.4813
Barksdale,29.7293,-100.0338
Boone Grove,41.3548,-87.1295
Cotesfield,41.3575,-98.6335
Tolsona,62.0844,-146.0920
Youngstown,37.6481,-119.7182
Haigler Creek,34.2163,-110.9719
Kent,46.4374,-96.6833
Dahlen,48.1587,-97.9319
Lafontaine,37.4004,-95.8430
Smyrna,35.0420,-81.4094
Matheson,39.1683,-103.9770
Keeler,36.4867,-117.8733
Hough,36.8720,-101.5747
Jolley,42.4794,-94.7191
Burdick,38.5589,-96.8472
Atka,52.2301,-174.2133
Pine Bend,47.4222,-95.5979
Levelock,59.0683,-156.9009
Ryan Park,41.3131,-106.4896
Herron,48.5341,-109.7718
New Woodville,33.9688,-96.6548
Westervelt,39.4792,-88.8612
Logan Creek,39.0626,-119.9295
Cope,33.3777,-81.0079
Birdsong,35.4610,-90.2598
South Mound,37.4350,-95.2245
Crooked Creek,61.8439,-158.1082
Mohawk Vista,39.8048,-120.5883
Portland,43.1254,-93.1351
Iliamna,59.7957,-154.8698
Mont Ida,38.2170,-95.3658
Russell Springs,38.9128,-101.1757
Cotton Town,40.2798,-78.4811
Symonds,33.8339,-90.8895
Dana,42.1072,-94.2383
Detroit,39.6202,-90.6759
Windsor,40.1545,-85.2127
Rockport Colony,43.5820,-97.8431
Mutual,36.2305,-99.1680
Ceex Haci,44.2818,-89.9650
Malo,48.7997,-118.6119
Lupus,38.8460,-92.4540
Romeville,30.0676,-90.8341
Wenonah,39.3200,-89.2880
Sattley,39.6265,-120.4357
Benton,32.3078,-86.8180
Webber,39.9344,-98.0351
Mappsburg,37.5760,-75.7593
Lago,26.0885,-97.6132
Excello,39.6335,-92.4743
Reserve,48.6024,-104.4677
Ludden,46.0082,-98.1254
Kemps Mill,39.6268,-77.8137
Brandon,38.4464,-102.4412
Crab Orchard,40.3347,-96.4224
Shannon Colony,43.9826,-97.4251
Zeandale,39.1627,-96.4279
El Socio,26.3404,-98.6371
Evansville,66.9206,-151.4201
Linnsburg,40.0003,-86.8000
Huntersville,38.1860,-80.0152
Taylorsville,40.0586,-120.8387
Ono,40.4801,-122.6257
Karluk,57.5845,-154.3255
Mona,43.4860,-92.9534
Baring,40.2447,-92.2059
Chase,62.4624,-149.9371
Ocean Beach,40.6463,-73.1565
Hassell,35.9086,-77.2763
Venice,41.2390,-96.3526
Gandy,41.4698,-100.4583
Healy Lake,64.0281,-144.6331
Rockham,44.9043,-98.8234
Wooldridge,38.9065,-92.5214
Summerhaven,32.4416,-110.7766
Cardiff,33.6473,-86.9308
Altoona,28.9681,-81.6482
Inkster,48.1513,-97.6442
Meridian,35.8442,-97.2456
Ferry,64.0496,-148.9205
Wilsonia,36.7347,-118.9558
Mineola,41.1414,-95.6947
Lawrenceport,38.7512,-86.3878
Gildford Colony,48.8025,-110.2843
Landusky,47.8982,-108.6202
Farnsworth,36.3111,-100.9683
Dell,44.7268,-112.6969
Long Lake,45.8567,-99.2058
Victoria Vera,26.3182,-98.6929
Alta Sierra,35.7292,-118.5493
Panola,40.7829,-89.0203
Kramer,48.6910,-100.7078
Ottosen,42.8977,-94.3760
Cross Anchor,34.6440,-81.8585
Denham,46.3617,-92.9415
Sylvester,32.7221,-100.2507
Fredonia,46.3291,-99.0955
Farmers,38.1413,-83.5404
Nora,40.1642,-97.9738
Hendley,40.1313,-99.9713
Platina,40.3591,-122.9042
Hurdsfield,47.4468,-99.9310
Milltown,43.4252,-97.8081
National,39.6111,-78.9401
Sholes,42.3348,-97.2946
La Paloma Ranchettes,26.3148,-98.6230
Coulterville,37.7123,-120.1967
Arbela,40.4631,-92.0156
Flowella,27.2200,-98.0645
Gilman,47.5093,-112.3578
Normanna,28.5277,-97.7831
Twin Hills Colony,48.0168,-111.0698
Covenant Life,59.3998,-136.0946
Norristown,32.5064,-82.4982
Springwater Colony,46.4569,-109.7532
Hilldale Colony,48.8035,-109.7832
Cornlea,41.6800,-97.5669
Kilbourne,40.3323,-82.9593
Foosland,40.3611,-88.4291
Dellview,35.3865,-81.4127
Sunset Acres,27.7942,-99.4566
Eagle Grove,34.2918,-83.0043
Rainsville,40.4140,-87.3158
Girard,33.3636,-100.6598
Bluewater Village,35.2464,-107.9676
Mosquero,35.7743,-103.9544
Cedar Springs,31.1873,-85.0324
Loma,48.6417,-98.5248
Stoneville,33.4238,-90.9216
Linoma Beach,41.0583,-96.3149
Scottsville,39.5426,-97.9523
Deer Canyon,34.4436,-106.2607
Gascoyne,46.1190,-103.0788
Crookston,42.9263,-100.7534
South Woodstock,43.5608,-72.5321
Cogdell,31.1663,-82.7217
Amorita,36.9240,-98.2936
Tecolote,35.4604,-105.2842
McGrath,46.2421,-93.2751
Danville,37.2860,-97.8921
Buell,39.0328,-91.4407
Virgil,44.2909,-98.4276
Independence,40.3378,-87.1717
Kerrick,46.3386,-92.5843
Kaka,32.5113,-112.3166
Wise River,45.7920,-112.9485
Udell,40.7801,-92.7432
Lynn Center,41.2945,-90.3592
Johnson,45.5722,-96.2941
Nealmont,40.6666,-78.2187
Roscoe,45.3517,-109.4932
Clear Creek,39.6433,-111.1548
Moselle,31.5087,-89.2824
Memphis,33.1369,-88.3008
Wood Lake,42.6386,-100.2376
Dorchester,33.5320,-96.6958
Spencer,44.3770,-112.1897
Hamburg,39.3809,-85.2508
Platinum,58.9780,-161.7185
Obert,42.6895,-97.0272
Beryl Junction,37.7010,-113.6535
Piney,35.8875,-94.5537
Nanafalia,32.1114,-87.9958
Pollock,40.3583,-93.0834
Pompeys Pillar,45.9906,-107.9504
Oxville,39.7054,-90.5604
Roll,40.5523,-85.3903
Cliff Village,37.0252,-94.5172
Stidham,35.3686,-95.7008
Leando,40.8237,-92.0823
Hansboro,48.9524,-99.3802
Lake Roberts Heights,33.0271,-108.1381
Fancy Gap,36.6771,-80.6997
Otranto,43.4608,-92.9863
Sage Creek Colony,48.9288,-110.9723
Cynthiana,39.1736,-83.3485
Lushton,40.7240,-97.7237
Big Spring,39.6257,-77.9396
Scott,34.6966,-92.0938
Inverness,48.5599,-110.7101
Bassett,37.9063,-95.4076
Shoshone,35.9510,-116.3056
Floriston,39.3930,-120.0149
Samnorwood,35.0500,-100.2814
Coppock,41.1636,-91.7151
Cascade Colony,47.4410,-111.8178
Beavertown,40.3737,-78.2370
Strang,40.4149,-97.5872
Ferney,45.3346,-98.0939
Bavaria,38.7955,-97.7548
Owasa,42.4319,-93.2047
Mountain View Colony,46.0680,-108.7213
Pheba,33.5835,-88.9494
Labette,37.2300,-95.1836
Benton,40.7047,-94.3608
New Salem,37.3143,-96.8897
Floraville,38.3764,-90.0562
Onaka,45.1912,-99.4659
Biddle,45.1051,-105.3116
Cathay,47.5542,-99.4108
Rockwood,37.8404,-89.6968
Spiritwood,46.9343,-98.4933
Speed,39.6764,-99.4209
